ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000004521	GPSM2	ENSG00000121957	GPSM2	ENSP00000264126	1	108875350	108934545	ENSTGUP00000004660	Amniota	ortholog_one2one	81.571	78.9474	100	96.73	1
ENSTGUG00000004532	ANO5	ENSG00000171714	ANO5	ENSP00000315371	11	21782659	22283567	ENSTGUP00000020120	Amniota	ortholog_one2one	61.4583	64.6221	75	90.53	1
ENSTGUG00000004538	STXBP3	ENSG00000116266	STXBP3	ENSP00000359025	1	108746674	108809523	ENSTGUP00000020433	Amniota	ortholog_one2one	74.4108	74.6622	50	99.79	1
ENSTGUG00000004543	PTPRZ1	ENSG00000106278	PTPRZ1	ENSP00000377047	7	121873089	122062036	ENSTGUP00000033484	Amniota	ortholog_one2one	75.322	47.9914	100	97.67	1
ENSTGUG00000004565	GPR50	ENSG00000102195	GPR50	ENSP00000218316	X	151176584	151181465	ENSTGUP00000004693	Amniota	ortholog_one2one	46.9741	26.4182	75	54.84	1
ENSTGUG00000004582	FNDC7	ENSG00000143107	FNDC7	ENSP00000359034	1	108712908	108742749	ENSTGUP00000004719	Amniota	ortholog_one2one	65.034	65.2115	0	96.33	1
ENSTGUG00000004586	MTMR1	ENSG00000063601	MTMR1	ENSP00000414178	X	150692971	150765108	ENSTGUP00000031305	Amniota	ortholog_one2one	84.6715	86.1813	100	100	1
ENSTGUG00000004598	HENMT1	ENSG00000162639	HENMT1	ENSP00000499017	1	108648290	108661526	ENSTGUP00000004729	Amniota	ortholog_one2one	45.9677	43.5115	75	57.36	1
ENSTGUG00000004604	FAM102B	ENSG00000162636	FAM102B	ENSP00000359052	1	108560089	108644900	ENSTGUP00000020837	Amniota	ortholog_one2one	78.6842	83.0556	75	99.24	1
ENSTGUG00000004613	FAM3C	ENSG00000196937	FAM3C	ENSP00000353025	7	121348878	121396364	ENSTGUP00000034363	Amniota	ortholog_one2one	90.7489	90.7489	100	98.16	1
ENSTGUG00000004615	SLC25A24	ENSG00000085491	SLC25A24	ENSP00000457733	1	108134043	108200849	ENSTGUP00000004760	Amniota	ortholog_one2one	64.8707	63.1027	100	97.97	1
ENSTGUG00000004635	VAV3	ENSG00000134215	VAV3	ENSP00000359073	1	107571161	107965180	ENSTGUP00000004903	Sarcopterygii	ortholog_one2one	86.9976	86.8949	100	97.31	1
ENSTGUG00000004636	MTM1	ENSG00000171100	MTM1	ENSP00000359423	X	150568621	150673143	ENSTGUP00000028183	Amniota	ortholog_one2one	81.9237	81.9237	100	100	1
ENSTGUG00000004646	CPED1	ENSG00000106034	CPED1	ENSP00000309772	7	120988697	121297442	ENSTGUP00000004781	Amniota	ortholog_one2one	57.1429	57.6998	100	86.54	1
ENSTGUG00000004655	ING3	ENSG00000071243	ING3	ENSP00000320566	7	120950763	120977216	ENSTGUP00000027903	Amniota	ortholog_one2one	91.8465	91.6268	100	100	1
ENSTGUG00000004663	MAMLD1	ENSG00000013619	MAMLD1	ENSP00000359428	X	150361422	150514178	ENSTGUP00000033505	Amniota	ortholog_one2one	29.2113	38.7597	75	85	1
ENSTGUG00000004667	TMEM185A	ENSG00000269556	TMEM185A	ENSP00000471932	X	149596556	149631912	ENSTGUP00000021471	Amniota	ortholog_one2one	94.8571	94.8571	25	100	1
ENSTGUG00000004668	TSPAN12	ENSG00000106025	TSPAN12	ENSP00000222747	7	120787320	120858402	ENSTGUP00000004808	Amniota	ortholog_one2one	92.1311	92.1311	100	100	1
ENSTGUG00000004690	AFF2	ENSG00000155966	AFF2	ENSP00000359489	X	148500617	149000663	ENSTGUP00000027493	Amniota	ortholog_one2one	58.5758	58.3524	75	95.18	1
ENSTGUG00000004691	KCND2	ENSG00000184408	KCND2	ENSP00000333496	7	120273175	120750337	ENSTGUP00000004824	Amniota	ortholog_one2one	93.8291	94.127	100	99.92	1
ENSTGUG00000004731	SETD4	ENSG00000185917	SETD4	ENSP00000329189	21	36034541	36079389	ENSTGUP00000024399	Amniota	ortholog_one2one	63.0979	62.9545	100	94.74	1
ENSTGUG00000004732	CTTNBP2	ENSG00000077063	CTTNBP2	ENSP00000160373	7	117710651	117874139	ENSTGUP00000028803	Amniota	ortholog_one2one	72.4034	72.0986	75	99.31	1
ENSTGUG00000004735	FMR1	ENSG00000102081	FMR1	ENSP00000359506	X	147911919	147951125	ENSTGUP00000037101	Amniota	ortholog_one2one	92.1533	79.9051	100	95.29	1
ENSTGUG00000004753	SARAF	ENSG00000133872	SARAF	ENSP00000256255	8	30063003	30083208	ENSTGUP00000004886	Amniota	ortholog_one2one	42.1569	38.0531	25	77.19	1
ENSTGUG00000004760	DOP1B	ENSG00000142197	DOP1B	ENSP00000382104	21	36156782	36294274	ENSTGUP00000004933	Amniota	ortholog_one2one	73.4945	72.7589	100	98.74	1
ENSTGUG00000004761	TSSK2	ENSG00000206203	TSSK2	ENSP00000382544	22	19131308	19132622	ENSTGUP00000004892	Amniota	ortholog_one2one	52.1605	47.2067	0	84.59	1
ENSTGUG00000004763	SLITRK2	ENSG00000185985	SLITRK2	ENSP00000334374	X	145817829	145829856	ENSTGUP00000004897	Amniota	ortholog_one2one	85.1636	86.2722	50	100	1
ENSTGUG00000004767	SRP72	ENSG00000174780	SRP72	ENSP00000495128	4	56467617	56503681	ENSTGUP00000004943	Amniota	ortholog_one2one	68.1228	85.9911	50	89.71	1
ENSTGUG00000004770	SLITRK4	ENSG00000179542	SLITRK4	ENSP00000349400	X	143622790	143636101	ENSTGUP00000028087	Amniota	ortholog_one2one	90.8005	90.8005	50	100	1
ENSTGUG00000004776	NTNG1	ENSG00000162631	NTNG1	ENSP00000359085	1	107140007	107484923	ENSTGUP00000027242	Amniota	ortholog_one2one	83.2143	86.4564	75	100	1
ENSTGUG00000004795	RNPC3	ENSG00000185946	RNPC3	ENSP00000391432	1	103525691	103555239	ENSTGUP00000004937	Amniota	ortholog_one2one	67.4157	69.6325	100	94.3	1
ENSTGUG00000004803	MORC3	ENSG00000159256	MORC3	ENSP00000383333	21	36320189	36386148	ENSTGUP00000004962	Amniota	ortholog_one2one	67.7419	67.0927	100	88.67	1
ENSTGUG00000004821	DUSP4	ENSG00000120875	DUSP4	ENSP00000240100	8	29333064	29350684	ENSTGUP00000004965	Tetrapoda	ortholog_one2one	75.8865	81.4721	0	96.83	1
ENSTGUG00000004827	PHKA1	ENSG00000067177	PHKA1	ENSP00000362643	X	72578814	72714319	ENSTGUP00000005000	Amniota	ortholog_one2one	77.1334	76.1243	0	93.6	1
ENSTGUG00000004828	CFTR	ENSG00000001626	CFTR	ENSP00000003084	7	117287120	117715971	ENSTGUP00000024810	Amniota	ortholog_one2one	78.7205	78.9865	100	100	1
ENSTGUG00000004832	CHAF1B	ENSG00000159259	CHAF1B	ENSP00000315700	21	36385392	36419015	ENSTGUP00000038208	Amniota	ortholog_one2one	61.4198	71.1986	100	89.41	1
ENSTGUG00000004835	TNKS	ENSG00000173273	TNKS	ENSP00000311579	8	9555912	9782346	ENSTGUP00000005031	Chordata	ortholog_one2one	93.049	88.7717	0	100	1
ENSTGUG00000004853	CLDN14	ENSG00000159261	CLDN14	ENSP00000382087	21	36460621	36576569	ENSTGUP00000004986	Amniota	ortholog_one2one	66.2222	62.3431	100	100	1
ENSTGUG00000004856	SIM2	ENSG00000159263	SIM2	ENSP00000290399	21	36699115	36749917	ENSTGUP00000005007	Sarcopterygii	ortholog_one2one	76.3804	74.6627	100	92.04	1
ENSTGUG00000004869	BMP15	ENSG00000130385	BMP15	ENSP00000252677	X	50910735	50916641	ENSTGUP00000005006	Amniota	ortholog_one2one	40.1099	37.2449	50	49.93	1
ENSTGUG00000004895	TTC3	ENSG00000182670	TTC3	ENSP00000347889	21	37073226	37203112	ENSTGUP00000005070	Gnathostomata	ortholog_one2one	32.0225	30.963	100	40.2	1
ENSTGUG00000004896	MFHAS1	ENSG00000147324	MFHAS1	ENSP00000276282	8	8783354	8893630	ENSTGUP00000033083	Amniota	ortholog_one2one	68.0254	71.3878	0	97.34	1
ENSTGUG00000004898	ERI1	ENSG00000104626	ERI1	ENSP00000250263	8	9002147	9116746	ENSTGUP00000005047	Amniota	ortholog_one2one	74.7775	72.2063	25	91.29	1
ENSTGUG00000004916		ENSG00000147082	CCNB3	ENSP00000365210	X	50202713	50351914	ENSTGUP00000025404	Amniota	ortholog_one2one	46.4491	17.3477	50	20.26	0
ENSTGUG00000004922	CLDN23	ENSG00000253958	CLDN23	ENSP00000428780	8	8701937	8704096	ENSTGUP00000005058	Amniota	ortholog_one2one	31.2343	42.4658	0	77.99	1
ENSTGUG00000004923	PRAG1	ENSG00000275342	PRAG1	ENSP00000481109	8	8317736	8386439	ENSTGUP00000005060	Amniota	ortholog_one2one	49.4161	48.1508	25	95.16	1
ENSTGUG00000004925	CLIC2	ENSG00000155962	CLIC2	ENSP00000358460	X	155276211	155334657	ENSTGUP00000005066	Amniota	ortholog_one2one	75.3036	75.3036	0	92.38	1
ENSTGUG00000004933	FAAH2	ENSG00000165591	FAAH2	ENSP00000364035	X	57286706	57489193	ENSTGUP00000005077	Amniota	ortholog_one2one	65.4102	55.4511	0	60.47	1
ENSTGUG00000004946	MID2	ENSG00000080561	MID2	ENSP00000262843	X	107825755	107931637	ENSTGUP00000005117	Amniota	ortholog_one2one	93.4498	87.3469	25	98.06	1
ENSTGUG00000004950	SH3D19	ENSG00000109686	SH3D19	ENSP00000488951	4	151102751	151325605	ENSTGUP00000005103	Amniota	ortholog_one2one	55.8994	55.2053	75	86.33	1
ENSTGUG00000004960	DYRK1A	ENSG00000157540	DYRK1A	ENSP00000494572	21	37365573	37526358	ENSTGUP00000005131	Amniota	ortholog_one2one	92.0854	97.2149	100	97.94	1
ENSTGUG00000004962	ASZ1	ENSG00000154438	ASZ1	ENSP00000284629	7	117363222	117428123	ENSTGUP00000005154	Amniota	ortholog_one2one	53.2051	52.4211	100	59.2	1
ENSTGUG00000004970	FAM160A1	ENSG00000164142	FAM160A1	ENSP00000413196	4	151409176	151670503	ENSTGUP00000005125	Amniota	ortholog_one2one	73.7688	70.5769	100	97.7	1
ENSTGUG00000004980		ENSG00000102760	RGCC	ENSP00000368664	13	41457550	41470871	ENSTGUP00000005121	Gnathostomata	ortholog_one2one	33.5714	34.3066	0	0	0
ENSTGUG00000004983	PIN4	ENSG00000102309	PIN4	ENSP00000362773	X	72181353	72302926	ENSTGUP00000031258	Amniota	ortholog_one2one	87.5969	86.2595	25	71.23	1
ENSTGUG00000004986	GATB	ENSG00000059691	GATB	ENSP00000263985	4	151670504	151761007	ENSTGUP00000005155	Amniota	ortholog_one2one	67.6895	67.325	100	84.67	1
ENSTGUG00000004992	ERCC6L	ENSG00000186871	ERCC6L	ENSP00000334675	X	72204657	72239027	ENSTGUP00000005133	Amniota	ortholog_one2one	48.4096	49.92	50	87.41	1
ENSTGUG00000004993	KCNJ6	ENSG00000157542	KCNJ6	ENSP00000477437	21	37607373	38121345	ENSTGUP00000005135	Amniota	ortholog_one2one	93.1442	93.1442	100	98.06	1
ENSTGUG00000004995	OCRL	ENSG00000122126	OCRL	ENSP00000360154	X	129539849	129592561	ENSTGUP00000005200	Amniota	ortholog_one2one	52.7413	75.8047	50	79.26	1
ENSTGUG00000004997	KCNJ15	ENSG00000157551	KCNJ15	ENSP00000381911	21	38155549	38307357	ENSTGUP00000028282	Amniota	ortholog_one2one	75.8294	85.3333	100	94.88	1
ENSTGUG00000004998	ERG	ENSG00000157554	ERG	ENSP00000288319	21	38380027	38661780	ENSTGUP00000005166	Amniota	ortholog_one2one	92.5926	93.9457	100	100	1
ENSTGUG00000005016	WNT2	ENSG00000105989	WNT2	ENSP00000265441	7	117275451	117323152	ENSTGUP00000005189	Amniota	ortholog_one2one	84.3575	83.8889	75	100	1
ENSTGUG00000005017	FBXW7	ENSG00000109670	FBXW7	ENSP00000281708	4	152320544	152536092	ENSTGUP00000020288	Amniota	ortholog_one2one	88.9933	93.7765	100	98.78	1
ENSTGUG00000005028	ETS2	ENSG00000157557	ETS2	ENSP00000354194	21	38805183	38824955	ENSTGUP00000005198	Amniota	ortholog_one2one	77.0355	78.678	100	99.49	1
ENSTGUG00000005030	S1PR1	ENSG00000170989	S1PR1	ENSP00000305416	1	101236865	101243713	ENSTGUP00000023106	Amniota	ortholog_one2one	83.6412	82.9843	100	100	1
ENSTGUG00000005034	DPH5	ENSG00000117543	DPH5	ENSP00000359127	1	100989623	101026088	ENSTGUP00000005184	Amniota	ortholog_one2one	78.9474	78.9474	100	100	1
ENSTGUG00000005040	TMEM154	ENSG00000170006	TMEM154	ENSP00000302144	4	152618628	152680012	ENSTGUP00000005185	Amniota	ortholog_one2one	37.0192	42.0765	100	63.58	1
ENSTGUG00000005045	SLC30A7	ENSG00000162695	SLC30A7	ENSP00000350278	1	100896076	100981757	ENSTGUP00000005208	Amniota	ortholog_one2one	71.6621	69.9468	50	93.7	1
ENSTGUG00000005046	TIGD4	ENSG00000169989	TIGD4	ENSP00000355162	4	152769354	152779730	ENSTGUP00000005186	Amniota	ortholog_one2one	66.9291	66.4062	100	98.76	1
ENSTGUG00000005047	ARFIP1	ENSG00000164144	ARFIP1	ENSP00000296557	4	152779937	152918463	ENSTGUP00000030876	Amniota	ortholog_one2one	81.0552	90.6166	100	95.46	1
ENSTGUG00000005059	PSMG1	ENSG00000183527	PSMG1	ENSP00000329915	21	39174769	39183488	ENSTGUP00000033744	Amniota	ortholog_one2one	53.4483	53.8194	100	89.8	1
ENSTGUG00000005061	XPNPEP2	ENSG00000122121	XPNPEP2	ENSP00000360147	X	129738949	129769536	ENSTGUP00000005234	Amniota	ortholog_one2one	59.1445	59.4955	50	88.63	1
ENSTGUG00000005062	BRWD1	ENSG00000185658	BRWD1	ENSP00000344333	21	39184176	39321559	ENSTGUP00000005249	Amniota	ortholog_one2one	62.4132	63.3759	100	92.41	1
ENSTGUG00000005070	FHDC1	ENSG00000137460	FHDC1	ENSP00000427567	4	152936323	152979671	ENSTGUP00000005221	Amniota	ortholog_one2one	50.1319	49.8688	100	100	1
ENSTGUG00000005078	CDC14A	ENSG00000079335	CDC14A	ENSP00000336739	1	100345001	100520277	ENSTGUP00000005250	Amniota	ortholog_one2one	68.4729	70.202	50	94.7	1
ENSTGUG00000005081	TRIM2	ENSG00000109654	TRIM2	ENSP00000339659	4	153152163	153339319	ENSTGUP00000022607	Amniota	ortholog_one2one	96.9086	93.5149	100	100	1
ENSTGUG00000005106	SLC6A20	ENSG00000163817	SLC6A20	ENSP00000346298	3	45755449	45796536	ENSTGUP00000005300	Amniota	ortholog_one2one	82.4324	82.4324	50	98.86	1
ENSTGUG00000005109	VCAM1	ENSG00000162692	VCAM1	ENSP00000294728	1	100719742	100739045	ENSTGUP00000005261	Amniota	ortholog_one2one	38.5609	28.2815	50	79.09	1
ENSTGUG00000005116	GET1	ENSG00000182093	GET1	ENSP00000496813	21	39377698	39428528	ENSTGUP00000005264	Amniota	ortholog_one2one	75	81.0345	100	100	1
ENSTGUG00000005119	MND1	ENSG00000121211	MND1	ENSP00000240488	4	153344649	153415118	ENSTGUP00000005269	Amniota	ortholog_one2one	73.1707	73.1707	100	99.36	1
ENSTGUG00000005124	LCA5L	ENSG00000157578	LCA5L	ENSP00000288350	21	39405728	39445805	ENSTGUP00000005274	Amniota	ortholog_one2one	31.0855	28.209	100	29.89	1
ENSTGUG00000005127	SASH3	ENSG00000122122	SASH3	ENSP00000349359	X	129779949	129795201	ENSTGUP00000005271	Amniota	ortholog_one2one	45.2465	67.6316	100	81.7	1
ENSTGUG00000005136	MET	ENSG00000105976	MET	ENSP00000380860	7	116672196	116798377	ENSTGUP00000005389	Amniota	ortholog_one2one	73.0686	72.8058	100	99.93	1
ENSTGUG00000005144	B3GALT5	ENSG00000183778	B3GALT5	ENSP00000480285	21	39556442	39673137	ENSTGUP00000019168	Amniota	ortholog_one2one	51.4535	57.0968	100	89.55	1
ENSTGUG00000005150	PCP4	ENSG00000183036	PCP4	ENSP00000329403	21	39867438	39929397	ENSTGUP00000030534	Amniota	ortholog_one2one	81.3333	98.3871	100	95.66	1
ENSTGUG00000005167	AIFM1	ENSG00000156709	AIFM1	ENSP00000287295	X	130124666	130165879	ENSTGUP00000037952	Amniota	ortholog_one2one	77.2344	74.7145	100	90.05	1
ENSTGUG00000005179	TMEM131L	ENSG00000121210	TMEM131L	ENSP00000386787	4	153466346	153636711	ENSTGUP00000005318	Amniota	ortholog_one2one	65.2012	65.4037	100	100	1
ENSTGUG00000005181	TLR2	ENSG00000137462	TLR2	ENSP00000494425	4	153684070	153706260	ENSTGUP00000005325	Amniota	ortholog_one2one	52.5956	49.1071	100	97.96	1
ENSTGUG00000005185	SFRP2	ENSG00000145423	SFRP2	ENSP00000274063	4	153780591	153789083	ENSTGUP00000005339	Amniota	ortholog_one2one	80.137	79.322	100	100	1
ENSTGUG00000005196	AVL9	ENSG00000105778	AVL9	ENSP00000315568	7	32495426	32588726	ENSTGUP00000031908	Amniota	ortholog_one2one	75.9289	72.5309	75	96.5	1
ENSTGUG00000005216	PLRG1	ENSG00000171566	PLRG1	ENSP00000424417	4	154535005	154550400	ENSTGUP00000037128	Amniota	ortholog_one2one	69.0583	89.8833	100	84.06	1
ENSTGUG00000005220	HLCS	ENSG00000159267	HLCS	ENSP00000502087	21	36748626	36990236	ENSTGUP00000005367	Amniota	ortholog_one2one	61.2865	60.0229	100	93.63	1
ENSTGUG00000005225	MARS2	ENSG00000247626	MARS2	ENSP00000282276	2	197705369	197708395	ENSTGUP00000005368	Amniota	ortholog_one2one	37.7778	60.2024	0	81.95	1
ENSTGUG00000005228	RAB33A	ENSG00000134594	RAB33A	ENSP00000257017	X	130171962	130184870	ENSTGUP00000005378	Amniota	ortholog_one2one	77.6316	74.6835	75	100	1
ENSTGUG00000005241	SLC25A14	ENSG00000102078	SLC25A14	ENSP00000444642	X	130339888	130373361	ENSTGUP00000005407	Amniota	ortholog_one2one	89.6552	80	50	95.08	1
ENSTGUG00000005248	FGB	ENSG00000171564	FGB	ENSP00000306099	4	154563011	154572807	ENSTGUP00000005421	Amniota	ortholog_one2one	68.125	66.5988	100	99	1
ENSTGUG00000005249	FKBP9	ENSG00000122642	FKBP9	ENSP00000242209	7	32957404	33006930	ENSTGUP00000038295	Amniota	ortholog_one2one	80.8219	82.807	75	100	1
ENSTGUG00000005255	FAM3B	ENSG00000183844	FAM3B	ENSP00000350673	21	41304212	41357727	ENSTGUP00000005408	Amniota	ortholog_one2one	38.9728	54.8936	100	49.44	1
ENSTGUG00000005267	ENOX2	ENSG00000165675	ENOX2	ENSP00000337146	X	130622325	130903234	ENSTGUP00000037636	Amniota	ortholog_one2one	64.4133	82.7869	25	88.28	1
ENSTGUG00000005268	BACE2	ENSG00000182240	BACE2	ENSP00000332979	21	41167801	41282530	ENSTGUP00000005471	Amniota	ortholog_one2one	71.0173	71.4286	100	87.93	1
ENSTGUG00000005272	TES	ENSG00000135269	TES	ENSP00000350937	7	116210506	116258783	ENSTGUP00000005434	Amniota	ortholog_one2one	82.381	82.1853	100	97.92	1
ENSTGUG00000005279	FGG	ENSG00000171557	FGG	ENSP00000336829	4	154604134	154612967	ENSTGUP00000005441	Amniota	ortholog_one2one	65.8199	62.9139	100	95.24	1
ENSTGUG00000005280	NT5C3A	ENSG00000122643	NT5C3A	ENSP00000476480	7	33014130	33062796	ENSTGUP00000005438	Amniota	ortholog_one2one	86.7069	86.7069	100	100	1
ENSTGUG00000005294	BBS9	ENSG00000122507	BBS9	ENSP00000242067	7	33109557	33877180	ENSTGUP00000005460	Chordata	ortholog_one2one	69.9465	73.7317	100	94.69	1
ENSTGUG00000005307	RBM46	ENSG00000151962	RBM46	ENSP00000281722	4	154781213	154828813	ENSTGUP00000029491	Amniota	ortholog_one2one	78.7879	68.2927	100	95.45	1
ENSTGUG00000005311	MDFIC	ENSG00000135272	MDFIC	ENSP00000377126	7	114922359	115019202	ENSTGUP00000005459	Amniota	ortholog_one2one	70.9677	71.5447	100	88.17	1
ENSTGUG00000005315	FoxP2	ENSG00000128573	FOXP2	ENSP00000265436	7	114086327	114693772	ENSTGUP00000034398	Vertebrata	ortholog_one2one	98.3122	97.7622	100	100	1
ENSTGUG00000005316	BMPER	ENSG00000164619	BMPER	ENSP00000497748	7	33904308	34156427	ENSTGUP00000005485	Amniota	ortholog_one2one	82.327	81.6058	100	94.28	1
ENSTGUG00000005320	MAP9	ENSG00000164114	MAP9	ENSP00000310593	4	155342658	155376970	ENSTGUP00000005475	Amniota	ortholog_one2one	36.1266	29.9845	100	51.21	1
ENSTGUG00000005326	MX1	ENSG00000157601	MX1	ENSP00000381599	21	41420020	41470071	ENSTGUP00000005493	Euteleostomi	ortholog_one2one	48.7395	52.568	100	67.71	1
ENSTGUG00000005330	GUCY1A1	ENSG00000164116	GUCY1A1	ENSP00000424361	4	155666726	155737059	ENSTGUP00000005510	Euteleostomi	ortholog_one2one	84.0116	83.7681	75	100	1
ENSTGUG00000005340	NPSR1	ENSG00000187258	NPSR1	ENSP00000353788	7	34658218	34878332	ENSTGUP00000024116	Tetrapoda	ortholog_one2one	69.9468	70.8895	100	93.13	1
ENSTGUG00000005348	TMPRSS2	ENSG00000184012	TMPRSS2	ENSP00000330330	21	41464300	41531116	ENSTGUP00000005567	Amniota	ortholog_one2one	55.1653	54.2683	100	76.39	1
ENSTGUG00000005365	GUCY1B1	ENSG00000061918	GUCY1B1	ENSP00000264424	4	155758992	155807811	ENSTGUP00000019274	Amniota	ortholog_one2one	93.6236	97.2536	100	98.78	1
ENSTGUG00000005389	HERPUD2	ENSG00000122557	HERPUD2	ENSP00000310729	7	35632659	35697459	ENSTGUP00000027638	Amniota	ortholog_one2one	60.521	74.3842	100	90.37	1
ENSTGUG00000005392	ASIC5	ENSG00000256394	ASIC5	ENSP00000442477	4	155829729	155866277	ENSTGUP00000005551	Amniota	ortholog_one2one	61.9145	60.198	100	98.71	1
ENSTGUG00000005405	SEPTIN7	ENSG00000122545	SEPTIN7	ENSP00000344868	7	35800932	35907105	ENSTGUP00000005617	Amniota	ortholog_one2one	97.6982	87.4142	100	96.87	1
ENSTGUG00000005419	TMEM168	ENSG00000146802	TMEM168	ENSP00000323068	7	112762377	112790423	ENSTGUP00000005574	Amniota	ortholog_one2one	84.5619	87.231	75	100	1
ENSTGUG00000005420	RIPK4	ENSG00000183421	RIPK4	ENSP00000332454	21	41739369	41767089	ENSTGUP00000005584	Amniota	ortholog_one2one	75.5387	76.0204	100	98.28	1
ENSTGUG00000005427	LSMEM1	ENSG00000181016	LSMEM1	ENSP00000323304	7	112480853	112491062	ENSTGUP00000022293	Amniota	ortholog_one2one	36.7089	44.2748	100	80.1	1
ENSTGUG00000005432	CTSO	ENSG00000256043	CTSO	ENSP00000414904	4	155921580	155953912	ENSTGUP00000005585	Amniota	ortholog_one2one	58.0328	55.1402	75	75.23	1
ENSTGUG00000005437	PRDM15	ENSG00000141956	PRDM15	ENSP00000381556	21	41798225	41879482	ENSTGUP00000005639	Amniota	ortholog_one2one	79.7126	82.6468	100	98.13	1
ENSTGUG00000005439	PDGFC	ENSG00000145431	PDGFC	ENSP00000422464	4	156760454	156971799	ENSTGUP00000005603	Amniota	ortholog_one2one	85.2174	85.2174	100	100	1
ENSTGUG00000005472	EEPD1	ENSG00000122547	EEPD1	ENSP00000242108	7	36153254	36301538	ENSTGUP00000005629	Amniota	ortholog_one2one	80.6798	79.2619	100	100	1
ENSTGUG00000005479	NSDHL	ENSG00000147383	NSDHL	ENSP00000359297	X	152830967	152869729	ENSTGUP00000005635	Amniota	ortholog_one2one	75.4335	69.9732	25	93.82	1
ENSTGUG00000005483	KIAA0895	ENSG00000164542	KIAA0895	ENSP00000390837	7	36324152	36390125	ENSTGUP00000005634	Amniota	ortholog_one2one	72.4551	70.2128	100	94.18	1
ENSTGUG00000005484	GRIA2	ENSG00000120251	GRIA2	ENSP00000264426	4	157204182	157366075	ENSTGUP00000005705	Amniota	ortholog_one2one	95.5832	95.5832	100	100	1
ENSTGUG00000005487	ANLN	ENSG00000011426	ANLN	ENSP00000265748	7	36389821	36453791	ENSTGUP00000025294	Amniota	ortholog_one2one	53.3074	60.9431	100	84.96	1
ENSTGUG00000005488	DOCK4	ENSG00000128512	DOCK4	ENSP00000410746	7	111726110	112206407	ENSTGUP00000036298	Amniota	ortholog_one2one	86.8169	91.6962	100	96.21	1
ENSTGUG00000005489	CETN2	ENSG00000177143	CETN1	ENSP00000319052	18	580380	582114	ENSTGUP00000019968	Amniota	ortholog_one2one	53.5545	65.6977	0	86.64	1
ENSTGUG00000005496	C2CD2	ENSG00000157617	C2CD2	ENSP00000369853	21	41885112	41954018	ENSTGUP00000005673	Amniota	ortholog_one2one	41.9214	55.1724	100	89.51	1
ENSTGUG00000005506	AOAH	ENSG00000136250	AOAH	ENSP00000483783	7	36512941	36724549	ENSTGUP00000018521	Amniota	ortholog_one2one	59.622	60.3478	100	73.85	1
ENSTGUG00000005508	GLOD5	ENSG00000171433	GLOD5	ENSP00000302552	X	48761747	48773648	ENSTGUP00000005658	Amniota	ortholog_one2one	52.6316	56.25	0	74.76	1
ENSTGUG00000005526	ZBTB21	ENSG00000173276	ZBTB21	ENSP00000308759	21	41986831	42010387	ENSTGUP00000029589	Amniota	ortholog_one2one	75.0677	77.955	100	100	1
ENSTGUG00000005528	UMODL1	ENSG00000177398	UMODL1	ENSP00000386147	21	42062959	42143453	ENSTGUP00000005691	Amniota	ortholog_one2one	43.1418	42.7162	100	68.31	1
ENSTGUG00000005533	ELMO1	ENSG00000155849	ELMO1	ENSP00000312185	7	36852906	37449223	ENSTGUP00000032324	Tetrapoda	ortholog_one2one	97.1114	97.1114	100	100	1
ENSTGUG00000005541	ABCG1	ENSG00000160179	ABCG1	ENSP00000381467	21	42199689	42297244	ENSTGUP00000005731	Tetrapoda	ortholog_one2one	90.6907	90.6907	100	85.13	1
ENSTGUG00000005543	RRAGB	ENSG00000083750	RRAGB	ENSP00000364077	X	55717749	55758774	ENSTGUP00000027219	Amniota	ortholog_one2one	60.1562	89.0173	25	75.85	1
ENSTGUG00000005553	GASK1B	ENSG00000164125	GASK1B	ENSP00000465976	4	158124474	158173318	ENSTGUP00000034577	Amniota	ortholog_one2one	59.854	63.1985	100	100	1
ENSTGUG00000005560	MTMR8	ENSG00000102043	MTMR8	ENSP00000363985	X	64268081	64395452	ENSTGUP00000005744	Amniota	ortholog_one2one	59.5745	51.7045	50	80.73	1
ENSTGUG00000005563	TMEM144	ENSG00000164124	TMEM144	ENSP00000296529	4	158201604	158255416	ENSTGUP00000028031	Amniota	ortholog_one2one	53.5308	68.1159	100	83.37	1
ENSTGUG00000005573	RXFP1	ENSG00000171509	RXFP1	ENSP00000303248	4	158315311	158653372	ENSTGUP00000005777	Amniota	ortholog_one2one	76.5013	77.4108	100	97.32	1
ENSTGUG00000005579	TFF2	ENSG00000160181	TFF2	ENSP00000291526	21	42346357	42350997	ENSTGUP00000005735	Amniota	ortholog_one2one	30.1676	41.8605	100	64.03	1
ENSTGUG00000005582	TMPRSS3	ENSG00000160183	TMPRSS3	ENSP00000494414	21	42371887	42396091	ENSTGUP00000005768	Amniota	ortholog_one2one	50	50.7726	100	74.43	1
